iter	Logloss
194	0.4967350544
195	0.496633385
196	0.496569292
197	0.4963894519
198	0.4963083298
199	0.4962149984
200	0.4962150642
201	0.4961118936
202	0.4959459196
203	0.4958395923
204	0.4957339467
205	0.4956190169
206	0.4956194471
207	0.4955668482
208	0.4954723682
209	0.495318561
210	0.4952734387
211	0.4951329844
212	0.4950421732
213	0.4949620597
214	0.4948711887
215	0.4947654279
216	0.4946474146
217	0.494519457
218	0.4944258703
219	0.49435012
220	0.49423554
221	0.4941572762
222	0.4940226477
223	0.4939768835
224	0.493904157
225	0.4938009714
226	0.4936233791
227	0.493518229
228	0.493402918
229	0.4932898889
230	0.4931751372
231	0.4930962506
232	0.4930232191
233	0.4929327924
234	0.4928174442
235	0.4926840841
236	0.4925805232
237	0.4924581212
238	0.4923643979
239	0.4922653582
240	0.4921758487
241	0.4920488305
242	0.4919391975
243	0.4918545401
244	0.4917807234
245	0.4916747412
246	0.4915694635
247	0.4914900765
248	0.4913444277
249	0.4912654119
250	0.4911839185
251	0.4910680223
252	0.4909839631
253	0.4908821656
254	0.4907673887
255	0.4906723114
256	0.4905895369
257	0.4904888007
258	0.4904133806
259	0.4903343702
260	0.4902314552
261	0.4901596433
262	0.4900808305
263	0.4899829731
264	0.4898899236
265	0.4898123064
266	0.4897288804
267	0.4896645788
268	0.4895672332
269	0.489491496
270	0.4894273148
271	0.4893647963
272	0.4892667897
273	0.4891854364
274	0.489094314
275	0.4890041854
276	0.4889134618
277	0.4888361024
278	0.4887348831
279	0.4886509058
280	0.4885887139
281	0.4884792666
282	0.4884057148
283	0.488310841
284	0.4881579396
285	0.4880574066
286	0.4879731783
287	0.4879058175
288	0.4878199891
289	0.4877234711
290	0.4876466362
291	0.4875837791
292	0.4875097353
293	0.4874139787
294	0.48735015
295	0.4872748493
296	0.487175026
297	0.4870964137
298	0.4870287831
299	0.4869583804
300	0.4868922458
301	0.4868327297
302	0.4867555844
303	0.4866577871
304	0.486577301
305	0.4864895557
306	0.4864010053
307	0.4862585345
308	0.4861844846
309	0.4861182664
310	0.4860418748
311	0.4859936517
312	0.4859273315
313	0.4858492744
314	0.4857782971
315	0.48568743
316	0.4856237508
317	0.485535715
318	0.4854867208
319	0.4854206485
320	0.4853001239
321	0.4852283346
322	0.4851529521
323	0.4850767637
324	0.4850067082
325	0.4849176187
326	0.4848632815
327	0.4847613723
328	0.4846803521
329	0.4846094315
330	0.4845524178
331	0.4844806875
332	0.4843954848
333	0.4843129108
334	0.4842278547
335	0.4841730676
336	0.4841135229
337	0.4840569988
338	0.4839982907
339	0.4839191891
340	0.4838161076
341	0.483721683
342	0.4836333088
343	0.4835844225
344	0.4835064243
345	0.4834570071
346	0.4833985634
347	0.4833221024
348	0.483275188
349	0.4832155053
350	0.4831496233
351	0.4830943583
352	0.4830506052
353	0.4829957858
354	0.4829167197
355	0.4828347444
356	0.4827692931
357	0.4827019957
358	0.4826428005
359	0.4825949352
360	0.4825231913
361	0.4824738924
362	0.4823772308
363	0.4822884138
364	0.4822304527
365	0.4821653388
366	0.4820346049
367	0.4819757317
368	0.4818961392
369	0.481838182
370	0.4817617406
371	0.4816925632
372	0.4816299155
373	0.4815627198
374	0.4814366966
375	0.4813734398
376	0.4813293033
377	0.4812623414
378	0.4812104975
379	0.4811516465
380	0.4811034351
381	0.4810392127
382	0.4809722726
383	0.4809236547
384	0.4808698665
385	0.4808228793
386	0.4807203356
387	0.4806168435
388	0.480535326
389	0.4804714331
390	0.4804244404
391	0.4803420711
392	0.4802926111
393	0.4802139483
394	0.4801453884
395	0.4800920243
396	0.4800229676
397	0.4799768543
398	0.4798801928
399	0.4797767308
400	0.4796926957
401	0.4795893961
402	0.4794855865
403	0.4794002542
404	0.4793510242
405	0.479273848
406	0.4792228471
407	0.4791664699
408	0.4791006681
409	0.4790052694
410	0.4789268865
411	0.4788298933
412	0.4787790139
413	0.4787339818
414	0.4786440889
415	0.4785982496
416	0.4785617554
417	0.4785090563
418	0.4784684368
419	0.4784203583
420	0.4783587615
421	0.4783027344
422	0.478236382
423	0.4781815107
424	0.4781427805
425	0.4781054843
426	0.4780249501
427	0.4779839769
428	0.477869035
429	0.4778000565
430	0.4777477319
431	0.4776704126
432	0.4776212227
433	0.4775659544
434	0.4774839624
435	0.4774213021
436	0.4773433978
437	0.4772901057
438	0.4771810888
439	0.4770747779
440	0.4770281643
441	0.4769650071
442	0.4768686372
443	0.4767795253
444	0.4767194988
445	0.4766723397
446	0.4766348744
447	0.4765835022
448	0.4765476382
449	0.4764403018
450	0.4763900802
451	0.4763297038
452	0.4762709295
453	0.4762198348
454	0.4761757543
455	0.476110787
456	0.4760660501
457	0.4760077142
458	0.4759556745
459	0.4759293562
460	0.4758760051
461	0.4758010284
462	0.4757315607
463	0.4756883342
464	0.4756334583
465	0.4756087434
466	0.4755527205
467	0.4755062659
468	0.4754302883
469	0.4753623303
470	0.4752924512
471	0.4752459082
472	0.4751826311
473	0.4751314207
474	0.4750746682
475	0.475032591
476	0.4749757532
477	0.4749110593
478	0.4748667398
479	0.4748091639
480	0.4747624093
481	0.474700337
482	0.4746589371
483	0.474595756
484	0.4745028091
485	0.4744274737
486	0.4743911505
487	0.4743487363
488	0.4742984503
489	0.4742519449
490	0.4741930596
491	0.4741550719
492	0.4740973752
493	0.4740311974
494	0.4739919692
495	0.4739555294
496	0.4739266847
497	0.4738738049
498	0.4738438892
499	0.4737692015
500	0.4737415574
501	0.4736838286
502	0.4736119757
503	0.4735619646
504	0.4734908112
505	0.4734173425
506	0.4733714403
507	0.4733354939
508	0.4732583032
509	0.4731462007
510	0.4730858865
511	0.4730226276
512	0.4729747274
513	0.4729372595
514	0.4728703037
515	0.4728146302
516	0.4727248554
517	0.4726806467
518	0.4726333666
519	0.472552277
520	0.4725010331
521	0.472441232
522	0.4724088312
523	0.4723649828
524	0.4723372842
525	0.4723002521
526	0.4721828233
527	0.4720951121
528	0.4719973585
529	0.4719678357
530	0.4719099788
531	0.4718236824
532	0.4717824471
533	0.4717113643
534	0.4716657087
535	0.4716466603
536	0.4715628491
537	0.4714968442
538	0.4714215862
539	0.4713580931
540	0.4712915223
541	0.4712583972
542	0.4712273073
543	0.4711742684
544	0.4711221863
545	0.4710847202
546	0.4710202118
547	0.4709746287
548	0.4709286018
549	0.4708929696
550	0.4708591843
551	0.4708186418
552	0.4707407838
553	0.470701908
554	0.470615726
555	0.4705755262
556	0.4705378958
557	0.4704907203
558	0.4704593669
559	0.4704389299
560	0.470363937
561	0.4702829702
562	0.4702351226
563	0.470150539
564	0.470112287
565	0.4700704579
566	0.4700234691
567	0.4699720665
568	0.4699290154
569	0.469880191
570	0.469851699
571	0.4698162839
572	0.4697449662
573	0.4697014684
574	0.4696775725
575	0.4696311258
576	0.4695930435
577	0.4695538522
578	0.4695002227
579	0.4694758913
580	0.469445763
581	0.4693935257
582	0.4693384344
583	0.4692876088
584	0.4692184854
585	0.469187732
586	0.4691538514
587	0.4691193204
588	0.4690772529
589	0.4690469545
590	0.4689950999
591	0.4689482015
592	0.4688939942
593	0.4688663319
594	0.4688263506
595	0.4687578312
596	0.4687040632
597	0.4686648425
598	0.4686228416
599	0.4685854309
600	0.4685496126
601	0.4685125803
602	0.4684847384
603	0.4684486363
604	0.4684333059
605	0.4684035787
606	0.4683551191
607	0.4682796069
608	0.4682309502
609	0.4682007861
610	0.4681394715
611	0.4680787687
612	0.4680561854
613	0.468020733
614	0.4679604403
615	0.4679004698
616	0.4678745137
617	0.467835214
618	0.4678006473
619	0.4676943785
620	0.4676324302
621	0.4675979559
622	0.4675622679
623	0.4675306681
624	0.467454163
625	0.4674232701
626	0.4673900106
627	0.4673255954
628	0.4672748564
629	0.4672294046
630	0.4671730731
631	0.4671222861
632	0.4670866446
633	0.4670632121
634	0.467043476
635	0.46702241
636	0.4669709089
637	0.4669095147
638	0.4668707186
639	0.4668390275
640	0.4667785527
641	0.4666894677
642	0.4666441847
643	0.4665786117
644	0.4665414531
645	0.4664584324
646	0.4664176211
647	0.4663921734
648	0.4663437665
649	0.4663182781
650	0.4662668052
651	0.4662374234
652	0.466207478
653	0.4661479977
654	0.4660996077
655	0.4660579714
656	0.4660243341
657	0.4659905935
658	0.4659635967
659	0.4659144794
660	0.4658526046
661	0.4658240365
662	0.4657829353
663	0.4657456708
664	0.4657237805
665	0.4656965579
666	0.4656377323
667	0.4655874686
668	0.465530365
669	0.4654888166
670	0.465457586
671	0.4654237294
672	0.4654018451
673	0.4653671766
674	0.4653346778
675	0.465304596
676	0.4652748585
677	0.4652436873
678	0.4652226021
679	0.4651780994
680	0.4651497758
681	0.4650868453
682	0.4650627915
683	0.4650285283
684	0.4649413513
685	0.4649145229
686	0.4648914574
687	0.4648525504
688	0.4647923111
689	0.4647333142
690	0.4646719541
691	0.4646171026
692	0.4645704112
693	0.4645147257
694	0.4644431707
695	0.4643680829
696	0.4643337896
697	0.4642964885
698	0.4642509802
699	0.4641991599
700	0.4641649788
701	0.4641366373
702	0.4640949807
703	0.4640665522
704	0.4640108801
705	0.4639546185
706	0.463931192
707	0.4639085638
708	0.4638482692
709	0.4638221507
710	0.4637512163
711	0.4637150237
712	0.4636776193
713	0.4636199624
714	0.4635839147
715	0.4635160429
716	0.4634625443
717	0.463362146
718	0.4633423596
719	0.4632828761
720	0.4632473405
721	0.4632270865
722	0.4631891386
723	0.4631523742
724	0.463094786
725	0.4630605767
726	0.4630152036
727	0.4629947665
728	0.4629671264
729	0.4629360613
730	0.4629123724
731	0.4628615181
732	0.4628226307
733	0.4627883462
734	0.4627359014
735	0.4627096265
736	0.4626805863
737	0.462657218
738	0.4625744988
739	0.4625420405
740	0.4625057681
741	0.4624824812
742	0.4624456486
743	0.4624002644
744	0.4623525376
745	0.4623235851
746	0.4622875397
747	0.4622131894
748	0.4621840063
749	0.4621063262
750	0.4620688061
751	0.4620008727
752	0.4619735583
753	0.4619486689
754	0.4619201111
755	0.4618756149
756	0.46183285
757	0.4618014247
758	0.4617655775
759	0.4617326242
760	0.46169772
761	0.4616657159
762	0.4616328718
763	0.4615869631
764	0.4615370142
765	0.4615099804
766	0.4614871742
767	0.4614427442
768	0.4614120454
769	0.4613658436
770	0.4613386436
771	0.4613020257
772	0.4612680126
773	0.4612166207
774	0.4611978446
775	0.4611650001
776	0.4611193334
777	0.4610761149
778	0.4610379675
779	0.4609941433
780	0.4609399189
781	0.4609229305
782	0.4608792091
783	0.4607985553
784	0.4607683016
785	0.4607201847
786	0.4606854481
787	0.4606296125
788	0.460607349
789	0.4605770319
790	0.4605372986
791	0.4604894337
792	0.4604357207
793	0.4603904845
794	0.4603399987
795	0.4603181034
796	0.4602750915
797	0.4602583415
798	0.4602299087
799	0.4601845388
800	0.4601482105
801	0.460100465
802	0.4600652068
803	0.4600377052
804	0.4600122968
805	0.4599679489
806	0.4599482501
807	0.4599277719
808	0.459897017
809	0.4598694689
810	0.4598303046
811	0.4597999262
812	0.4597398135
813	0.4597002734
814	0.4596558833
815	0.4596111585
816	0.4595838262
817	0.459559371
818	0.4595133126
819	0.4594775721
820	0.4594506132
821	0.4594260586
822	0.4594046431
823	0.4593595887
824	0.4593332091
825	0.4593056543
826	0.4592756651
827	0.4592489575
828	0.4592124087
829	0.459181081
830	0.4591607177
831	0.4591240218
832	0.4590753694
833	0.4590468762
834	0.4590061928
835	0.4589565389
836	0.4589310207
837	0.4589082593
838	0.4588813742
839	0.4588535036
840	0.4588047259
841	0.4587505258
842	0.4587232036
843	0.4586922654
844	0.4586660157
845	0.458640346
846	0.4585687706
847	0.458536154
848	0.4585210483
849	0.4584906733
850	0.4584760715
851	0.4584225723
852	0.4583867981
853	0.4583505894
854	0.458332049
855	0.4582935194
856	0.4582635251
857	0.4582153072
858	0.4581725217
859	0.4581190642
860	0.4580739571
861	0.4580427522
862	0.4580168317
863	0.4579422576
864	0.4578776176
865	0.457852749
866	0.4578057619
867	0.4577822355
868	0.457740104
869	0.4577113155
870	0.4576828927
871	0.4576342299
872	0.457559527
873	0.4575262908
874	0.4574801219
875	0.4574472112
876	0.4574089246
877	0.4573819899
878	0.4573549329
879	0.4573258438
880	0.4572897024
881	0.4572524338
882	0.4572287489
883	0.4572060841
884	0.4571739274
885	0.4571174144
886	0.4570790108
887	0.4570527159
888	0.4570273947
889	0.4569995361
890	0.4569763371
891	0.4569400624
892	0.4568780634
893	0.456845292
894	0.4568156704
895	0.4567910213
896	0.456768869
897	0.4567269139
898	0.4567033221
899	0.4566783092
900	0.456642062
901	0.456604777
902	0.456564417
903	0.4565245233
904	0.4565087215
905	0.4564691188
906	0.4564476404
907	0.4563929364
908	0.4563707519
909	0.4563492219
910	0.4563225535
911	0.4562818801
912	0.4562500945
913	0.4562083175
914	0.4561996919
915	0.4561790938
916	0.4561556692
917	0.4561218908
918	0.4561014415
919	0.4560798045
920	0.456061059
921	0.4560114436
922	0.4559589613
923	0.4559428446
924	0.4558913478
925	0.4558696771
926	0.455847844
927	0.4558290493
928	0.4557835235
929	0.4557453289
930	0.4557178402
931	0.4556912155
932	0.4556681534
933	0.4556512219
934	0.4556335612
935	0.4555846082
936	0.4555454941
937	0.4555115671
938	0.4554798545
939	0.4554177711
940	0.4554031698
941	0.4553648863
942	0.4553348355
943	0.4553115694
944	0.4552483457
945	0.4552249131
946	0.4551584041
947	0.4551261381
948	0.4550802169
949	0.4550506773
950	0.4550226898
951	0.4550013716
952	0.4549583994
953	0.4549228247
954	0.454886389
955	0.4548538035
956	0.4548030545
957	0.4547805857
958	0.4547558948
959	0.4547148853
960	0.4546613281
961	0.4546408695
962	0.4546191577
963	0.4545905797
964	0.4545419049
965	0.4545189301
966	0.4544686332
967	0.454424991
968	0.4544002457
969	0.4543556237
970	0.4543064321
971	0.4542744693
972	0.4542479681
973	0.4542304643
974	0.4541999903
975	0.4541715109
976	0.4541470543
977	0.4541179278
978	0.4540948993
979	0.4540762377
980	0.4540375082
981	0.4540096017
982	0.4539793608
983	0.4539616246
984	0.4539351105
985	0.4538986112
986	0.4538612141
987	0.4538078083
988	0.4537368904
989	0.4536901295
990	0.4536522606
991	0.4536228605
992	0.4535757294
993	0.4535439719
994	0.453528388
995	0.4535122893
996	0.4534919612
997	0.4534687722
998	0.4534112911
999	0.4533861365
